Ligand_name,Status
Z8424106417,SUCCESS
Z3860341748,SUCCESS
Z9913731332,SUCCESS
Z9402847187,SUCCESS
Z9241052974,SUCCESS
Z8644262689,SUCCESS
Z449734258,SUCCESS
Z983261344,SUCCESS
Z3247436370,SUCCESS
Z9402847187,SUCCESS
Z8828702828,SUCCESS
Z3774988734,SUCCESS
Z3256641231,SUCCESS
Z445584032,SUCCESS
Z5217992530,SUCCESS
Z3290973385,SUCCESS
Z6781214621,SUCCESS
Z8822821853,SUCCESS
Z9339545550,SUCCESS
Z3497022183,SUCCESS
Z8944758467,SUCCESS
Z9061825115,SUCCESS
Z3256503619,SUCCESS
Z9680031274,SUCCESS
Z9196155688,SUCCESS
Z9922826969,SUCCESS
Z9159452000,SUCCESS
Z3839497030,SUCCESS
Z4341365167,SUCCESS
Z9397484344,SUCCESS
Z8881777552,SUCCESS
Z6093702507,SUCCESS
Z3290975685,SUCCESS
Z4024865922,SUCCESS
Z422455934,SUCCESS
Z7453375630,SUCCESS
Z9061825115,SUCCESS
Z9061825115,SUCCESS
Z9061387652,SUCCESS
Z9913734448,SUCCESS
Z2903502774,SUCCESS
Z1893438450,SUCCESS
Z7631868842,SUCCESS
Z1742911324,SUCCESS
Z6781265518,SUCCESS
Z1203195690,SUCCESS
Z1203195690,SUCCESS
Z4373471192,SUCCESS
Z3290975685,SUCCESS
Z9153386417,SUCCESS
Z1580976829,SUCCESS
Z9377785752,SUCCESS
Z9160471347,SUCCESS
Z6309561259,SUCCESS
Z1595331084,SUCCESS
Z9062078914,SUCCESS
Z4008399520,SUCCESS
Z8795960107,SUCCESS
Z9046588550,SUCCESS
Z6472210639,SUCCESS
Z8789589311,SUCCESS
Z3510152401,SUCCESS
Z5865374707,SUCCESS
Z9573397262,SUCCESS
Z6739562775,SUCCESS
Z9606261173,SUCCESS
Z7974720972,SUCCESS
Z3009880903,SUCCESS
Z8506164177,SUCCESS
Z4270805764,SUCCESS
Z9149173053,SUCCESS
Z6961991175,SUCCESS
Z9667173598,SUCCESS
Z8802619559,SUCCESS
Z9586336985,SUCCESS
Z6877339048,SUCCESS
Z1921522908,SUCCESS
Z6615016647,SUCCESS
Z423332164,SUCCESS
Z9586336985,SUCCESS
Z1762941489,SUCCESS
Z5414952476,SUCCESS
Z8975653341,SUCCESS
Z5775617419,SUCCESS
Z3256652337,SUCCESS
Z9106774363,SUCCESS
Z9192029689,SUCCESS
Z9666060068,SUCCESS
Z9393099849,SUCCESS
Z9466035959,SUCCESS
Z6739914133,SUCCESS
Z9485264426,SUCCESS
Z1097144490,SUCCESS
Z9979841479,SUCCESS
Z9600298808,SUCCESS
Z9418568754,SUCCESS
Z9755999758,SUCCESS
Z8878872494,SUCCESS
Z9357166075,SUCCESS
Z9990955253,SUCCESS
Z9680546693,SUCCESS
Z8254738292,SUCCESS
Z1715858026,SUCCESS
Z9066954598,SUCCESS
Z5523074293,SUCCESS
Z804774142,SUCCESS
Z2139142372,SUCCESS
Z9938915423,SUCCESS
Z9066954598,SUCCESS
Z4415114676,SUCCESS
Z3634662931,SUCCESS
Z85877590,SUCCESS
Z2982135696,SUCCESS
Z9385098748,SUCCESS
Z6739483011,SUCCESS
Z803713844,SUCCESS
Z6298767627,SUCCESS
Z7672538000,SUCCESS
Z1609474109,SUCCESS
Z2491710516,SUCCESS
Z9070251801,SUCCESS
Z2491710516,SUCCESS
Z1715858026,SUCCESS
Z9418568754,SUCCESS
Z7612939416,SUCCESS
Z929729138,SUCCESS
Z9235250817,SUCCESS
Z1996830117,SUCCESS
Z1715858026,SUCCESS
Z3395272780,SUCCESS
Z281058364,SUCCESS
Z9094569560,SUCCESS
Z3347622936,SUCCESS
Z4028420654,SUCCESS
Z2982135696,SUCCESS
Z9234062643,SUCCESS
Z9500599856,SUCCESS
Z4387834893,SUCCESS
Z1097144490,SUCCESS
Z7143909376,SUCCESS
Z85877590,SUCCESS
Z425874058,SUCCESS
Z4378877047,SUCCESS
Z8791763630,SUCCESS
Z2378677989,SUCCESS
Z1364312505,SUCCESS
Z9325151071,SUCCESS
Z9090936270,SUCCESS
Z9675273910,SUCCESS
Z3494952032,SUCCESS
Z1461001769,SUCCESS
Z7274222673,SUCCESS
Z5591866225,SUCCESS
Z2100918536,SUCCESS
Z929476320,SUCCESS
Z4390477228,SUCCESS
Z736708368,SUCCESS
Z3777426236,SUCCESS
Z929476320,SUCCESS
Z1121655574,SUCCESS
Z3647099091,SUCCESS
Z3342901008,SUCCESS
Z9193183128,SUCCESS
Z6739947954,SUCCESS
Z7215042506,SUCCESS
Z6739947954,SUCCESS
Z5284794341,SUCCESS
Z978846618,SUCCESS
Z8843317406,SUCCESS
Z9670271357,SUCCESS
Z4378793022,SUCCESS
Z8812111453,SUCCESS
Z9388952013,SUCCESS
Z1563951155,SUCCESS
Z7979740460,SUCCESS
Z9823253852,SUCCESS
Z6404515627,SUCCESS
Z9518450766,SUCCESS
Z9192033578,SUCCESS
Z9186278994,SUCCESS
Z1961002876,SUCCESS
Z2100918536,SUCCESS
Z8883273752,SUCCESS
Z3654454313,SUCCESS
Z9109933480,FAILED: RDKit could not parse SMILES.
Z9040551041,FAILED: RDKit could not parse SMILES.
